player1;600;500
player2;400;500
2000;message;Probando, probando...;3000;500;600;50
6000;message;Hemos avistado a un grupo de camino a la Tierra;6000;500;600;50
13000;message;Pero vosotros os ocupáis...;4000;500;600;50
18000;message;¿VERDAD?;4000;500;600;200
24000;message;No recordáis nada de lo aprendido ¿Me equivoco?;5500;500;600;50
30000;message;Os explicaré algunas cosas sobre la marcha;5000;500;600;50
36000;message;En estos momentos portáis una de las armas...;5000;500;600;50
41000;message;...más poderosas de la galaxia;4000;500;600;50
48000;message;¡¡La STARLINE!!;4000;500;600;100
53000;message;Cualquier enemigo que pase entre vosotros...;6500;500;600;50
59500;message;¡Será fulminado al instante!;6000;500;600;50
67000;message;¡Aquí viene uno, no dejéis que pase!;5000;500;600;50
70000;alien;500;-100;0;3
79000;message;Eso fue...;2000;500;600;50
81000;message;sencillo;3500;500;600;90
86000;message;No subestiméis a los alienígenas, pueden...;6000;500;600;50
91000;message;... ser muy poderosos en formación;5000;500;600;50
97000;message;Recordad que estáis unidos por la STARLINE;5000;500;600;50
102000;message;Si muere uno de vosotros, muere el otro;5000;500;600;50
109000;message;Debéis confiar plenamente en...;4000;500;600;50
116000;message;¡¡A LA DERECHA!!;4000;500;600;50
119000;bomb;950;-100;0;3
119000;bomb;875;-100;0;3
119000;bomb;800;-100;0;3
119000;bomb;725;-100;0;3
119000;bomb;650;-100;0;3
119000;bomb;575;-100;0;3
119000;bomb;500;-100;0;3
119000;bomb;425;-100;0;3
119000;bomb;350;-100;0;3
119000;bomb;275;-100;0;3
119000;bomb;200;-100;0;3
119750;bomb;950;-100;0;3
119750;bomb;875;-100;0;3
119750;bomb;800;-100;0;3
119750;bomb;725;-100;0;3
119750;bomb;650;-100;0;3
119750;bomb;575;-100;0;3
119750;bomb;500;-100;0;3
119750;bomb;425;-100;0;3
119750;bomb;350;-100;0;3
119750;bomb;275;-100;0;3
119750;bomb;200;-100;0;3
120500;bomb;950;-100;0;3
120500;bomb;875;-100;0;3
120500;bomb;800;-100;0;3
120500;bomb;725;-100;0;3
120500;bomb;650;-100;0;3
120500;bomb;575;-100;0;3
120500;bomb;500;-100;0;3
120500;bomb;425;-100;0;3
120500;bomb;350;-100;0;3
120500;bomb;275;-100;0;3
120500;bomb;200;-100;0;3
130000;message;Lo siento, fallo mío;5000;500;600;50
135000;message;je je je;6000;500;600;100
142000;message;Esas cosas eran minas, y no debéis tocarlas;6000;500;600;50
148000;message;Tampoco con la STARLINE;6000;500;600;50
154000;message;Ahora que habéis recordado lo básico...;6000;500;600;50
160000;message;... debéis prepararos para una verdadera horda;6000;500;600;50
167000;message;Si un solo ovni pasa, destruirá la Tierra;6000;500;600;50
174000;message;No olvidéis que si no sobrevís...;6000;500;600;50
180000;message;¡¡Sois facilmente reemplazables!!;5000;500;600;25
182000;bomb;200;-100;0;1
182000;alien;400;-100;0;1
182000;bomb;600;-100;0;1
182000;alien;800;-100;0;1
189000;alien;200;-100;0;1
189000;bomb;400;-100;0;1
189000;alien;600;-100;0;1
189000;bomb;800;-100;0;1
196000;bomb;200;-100;0;1
196000;alien;400;-100;0;1
196000;bomb;600;-100;0;1
196000;alien;800;-100;0;1
224000;message;Sinceramente, no pensaba que lo...;6000;500;600;50
230000;message;... fuerais a conseguir, bien hecho;6000;500;600;50
